buyer_province,buyer_city,buyer_district,buyer_village,seller_province,seller_city,seller_district,seller_village,buyer_name,seller_name,buyer_npwp,buyer_active_pkp_flag,seller_npwp,seller_active_pkp_flag,buyer_klu_code,buyer_klu_description,seller_klu_code,seller_klu_description,invoice_date,international_transcation_flag,normalized_item_name,brand,category,quantity,unit_amount,discount_amount,dpp_amount,ppn_amount,ppnbm_amount,gross_amount
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Badan Pekerjaan Umum,PD Purwanti Mandala,167074977379421,false,431799707018469,false,31102,industri mesin pembangkit listrik,31102,industri mesin pembangkit listrik,2025-07-28,true,television,denpoo,Televisions,9,7114499,2034215,61996276,6819590,0,68815866
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Badan Pendidikan,Perum Sihotang,219355858686194,true,133986755561969,true,02119,pengusahaan hutan lainnya,02119,pengusahaan hutan lainnya,2024-10-28,false,laundry washing machine,toshiba,Laundry type washing machines,3,1375287,128474,3997387,439712,0,4437099
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Jawa Timur,Malang,Klojen,Kauman,Direktorat Keuangan,PD Nugroho Wacana (Persero) Tbk,979774417830281,true,225272542786209,true,52101,pergudangan,52101,pergudangan,2024-10-14,true,hair shampoo,ellips,Shampoos,1,2962192,263871,2698321,296815,0,2995136
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Bali,Badung,Kuta,Legian,Direktorat Kesehatan,PT Handayani,687156783965939,false,936694526442828,true,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2024-09-04,false,edible vegetable oil,kunci mas,Edible vegetable or plant oils,10,989470,229540,9665160,1063167,0,10728327
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Keuangan,UD Rahimah (Persero) Tbk,577633205414837,true,222046949978820,true,10794,"industri kerupuk, keripik, peyek dan sejenisnya",10794,"industri kerupuk, keripik, peyek dan sejenisnya",2025-05-10,true,water,eternal plus,Water,6,5678280,117645,33952035,3734723,0,37686758
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Kesehatan,PD Lazuardi Situmorang,370591668596897,false,735906716569844,true,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,2025-07-05,false,tablet computers,realme,Tablet computers,1,856126,41232,814894,89638,0,904532
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Badan Kesehatan,PT Palastri Firgantoro,859628113727771,true,558562196292821,true,10802,industri konsentrat makanan hewan,10802,industri konsentrat makanan hewan,2025-03-15,true,motorcycle,viar,Motorcycles,1,9901170,834739,9066431,997307,0,10063738
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Dinas Kesehatan,CV Simanjuntak Tbk,867256425840604,true,909020521825040,true,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2024-12-20,false,feminine hygiene products,softex,Feminine hygiene products,8,2251130,710977,17298063,1902786,0,19200849
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Perhubungan,CV Prastuti,260576006469895,false,997776880511770,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-02-12,false,detergent and laundry products,vanish,Laundry products,2,7680409,657915,14702903,1617319,0,16320222
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Kementerian Kesehatan,PT Widiastuti Prabowo Tbk,969128339291368,false,959226487058569,false,46413,perdagangan besar alas kaki,46413,perdagangan besar alas kaki,2024-08-31,true,laundry washing machine,brother,Laundry type washing machines,2,9591763,1023953,18159573,1997553,0,20157126
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Sekretariat Pekerjaan Umum,PT Sitorus Andriani Tbk,453136300079090,false,868086540002036,false,15493,industri kecap,15493,industri kecap,2024-08-12,false,freezer,electrolux,Upright cabinet freezer,5,765977,325380,3504505,385495,0,3890000
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,Sekretariat Perhubungan,UD Yulianti Prakasa,182166391540959,true,853395083764604,true,11050,industri air minum dan air mineral,11050,industri air minum dan air mineral,2025-02-24,false,domestic refrigerator,daikin,Domestic refrigerators,8,7909936,5389550,57889938,6367893,0,64257831
Jawa Timur,Malang,Klojen,Kauman,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Direktorat Keuangan,CV Megantara,457229886780636,false,780460243342198,false,92429,jasa rekreasi lainnya,92429,jasa rekreasi lainnya,2024-09-23,true,television,panasonic,Televisions,8,1968079,583794,15160838,1667692,0,16828530
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Jawa Barat,Bandung,Coblong,Dago,Kementerian Keuangan,PT Winarsih Nasyidah (Persero) Tbk,584260953754631,false,160886373023593,true,01217,pembibitan dan budidaya kambing perah,01217,pembibitan dan budidaya kambing perah,2025-07-12,true,air conditioner,aqua,Air conditioners,7,4577300,1057263,30983837,3408222,0,34392059
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Perhubungan,Perum Latupono Tbk,341061588359423,false,204075878338035,false,45227,bangunan dermaga,45227,bangunan dermaga,2025-02-25,false,fresh bread,jordan,Fresh bread,5,2810410,416505,13635545,1499909,0,15135454
Jawa Timur,Malang,Klojen,Kauman,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Pekerjaan Umum,PD Widiastuti Anggraini (Persero) Tbk,187605300745125,true,847669297308494,false,24202,industri pembuatan logam dasar bukan besi,24202,industri pembuatan logam dasar bukan besi,2024-11-07,true,taxicab service,blue bird,Taxicab services,3,7745022,618603,22616463,2487810,0,25104273
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Direktorat Pekerjaan Umum,CV Maryadi (Persero) Tbk,141077485746585,true,573074273765658,true,30001,industri mesin kantor dan akuntansi manual,30001,industri mesin kantor dan akuntansi manual,2024-11-15,false,freezer,sanken,Upright cabinet freezer,4,5889906,879810,22679814,2494779,0,25174593
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,Direktorat Perhubungan,PD Hartati Suryatmi,562054360050880,false,579462414032454,false,31202,industri peralatan pengontrol arus listik,31202,industri peralatan pengontrol arus listik,2025-05-18,true,powdered milk,dnco,Powdered milk,3,7747782,1796771,21446575,2359123,0,23805698
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Pendidikan,Perum Januar Padmasari,831411840664345,true,216726092636110,false,47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",2025-05-06,true,ecommerce advertising,bliklan,Advertising,8,8495004,4875740,63084292,6939272,0,70023564
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Direktorat Pendidikan,CV Hutapea,564923612495147,false,980676063193076,true,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2024-08-18,false,facial care products,biore,Facial care products,5,4487558,1289315,21148475,2326332,0,23474807
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Sekretariat Pekerjaan Umum,CV Pradana,477275585775352,true,744227739126881,false,31102,industri mesin pembangkit listrik,31102,industri mesin pembangkit listrik,2025-01-16,true,television,denpoo,Televisions,9,6615971,1616152,57927587,6372034,0,64299621
Jawa Timur,Malang,Klojen,Kauman,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Kesehatan,PD Yuniar,360049263496439,true,667739384540787,true,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2024-09-19,false,feminine hygiene products,softex,Feminine hygiene products,5,9326215,1334234,45296841,4982652,0,50279493
Jawa Barat,Bandung,Coblong,Dago,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Pekerjaan Umum,PT Ardianto (Persero) Tbk,743781576257351,false,935796449453483,true,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2025-06-10,false,facial care products,biore,Facial care products,6,3179876,502733,18576523,2043417,0,20619940
Jawa Barat,Bandung,Coblong,Dago,Jawa Timur,Malang,Klojen,Kauman,Kementerian Kesehatan,Perum Januar,126055966443264,true,616929855291934,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-06-09,true,detergent and laundry products,vanish,Laundry products,3,4788943,549442,13817387,1519912,0,15337299
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Barat,Bandung,Coblong,Dago,Kementerian Perhubungan,PT Hakim Putra Tbk,647767560036325,true,873872405574885,false,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2024-11-12,false,soft drinks,lasegar,Soft drinks,6,7614486,1351435,44335481,4876902,0,49212383
Jawa Tengah,Solo,Banjarsari,Sragen,DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,Sekretariat Pekerjaan Umum,PT Maryati (Persero) Tbk,105645934152600,true,935077027221558,false,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2024-07-31,true,soft drinks,lasegar,Soft drinks,4,545854,140497,2042919,224721,0,2267640
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Dinas Kesehatan,CV Prakasa Pertiwi (Persero) Tbk,919364154343737,true,408122103107629,false,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2025-03-24,true,soft drinks,lasegar,Soft drinks,2,5897755,1156573,10638937,1170283,0,11809220
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Dinas Kesehatan,PT Siregar,907719655641503,false,542282683478677,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-06-20,false,detergent and laundry products,vanish,Laundry products,3,3503284,1023057,9486795,1043547,0,10530342
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Dinas Pekerjaan Umum,PT Rahimah,521041454754746,true,288306181331388,true,10291,industri penggaraman/pengeringan biota air lainnya,10291,industri penggaraman/pengeringan biota air lainnya,2025-01-15,false,snack foods,cheetos,Snack foods,10,6925441,2461834,66792576,7347183,0,74139759
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Dinas Keuangan,PD Suartini Mangunsong,181785820883852,true,518452895313249,false,50228,angkutan penyeberangan umum dalam kabupaten/kota untuk barang,50228,angkutan penyeberangan umum dalam kabupaten/kota untuk barang,2025-02-24,true,inkjet printer,toshiba,Inkjet printers,6,2101914,20201,12591283,1385041,0,13976324
DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Bali,Badung,Kuta,Legian,Direktorat Keuangan,Perum Zulkarnain,338888665723064,true,731579677882948,false,07301,pertambangan emas dan perak,07301,pertambangan emas dan perak,2025-03-11,true,marketing and customer relationship management software,salesforce,Customer relationship management software maintenance,10,7125793,5722137,65535793,7208937,0,72744730
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Kementerian Keuangan,Perum Uyainah Zulkarnain Tbk,234275371775043,true,292687062497691,false,49425,angkutan darat lainnya untuk wisata,49425,angkutan darat lainnya untuk wisata,2025-02-01,false,fresh bread,arnon,Fresh bread,4,9720619,89207,38793269,4267259,0,43060528
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Barat,Bandung,Coblong,Dago,Badan Pendidikan,Perum Lestari,629050074857138,true,914310402202581,false,24202,industri pembuatan logam dasar bukan besi,24202,industri pembuatan logam dasar bukan besi,2024-09-16,false,taxicab service,blue bird,Taxicab services,6,5851971,1679165,33432661,3677592,0,37110253
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Kementerian Keuangan,PD Pangestu Andriani Tbk,795780139424357,true,352217785282102,true,63460,jasa konsultasi pariwisata,63460,jasa konsultasi pariwisata,2024-09-09,true,accounting software,accurate online,Accounting software,3,1813884,338542,5103110,561342,0,5664452
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Badan Pendidikan,UD Budiyanto Mulyani (Persero) Tbk,154044049383401,false,396928591345347,false,31402,industri akumulator listrik (batu baterai sekunder),31402,industri akumulator listrik (batu baterai sekunder),2024-09-01,false,motorcycle,yamaha,Motorcycles,5,2907807,288910,14250125,1567513,0,15817638
Jawa Timur,Malang,Klojen,Kauman,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Pekerjaan Umum,CV Prakasa,750641333744075,false,651807353416806,false,52213,perdagangan eceran khusus sayuran di dalam bangunan,52213,perdagangan eceran khusus sayuran di dalam bangunan,2025-02-15,false,instant noodle or pasta,pop mie,Plain pasta and noodles,8,3838807,385034,30325422,3335796,0,33661218
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Kementerian Kesehatan,CV Siregar,854913573100803,true,311576037789326,false,92424,gelanggang permainan dan ketangkasan,92424,gelanggang permainan dan ketangkasan,2024-08-05,true,snack foods,wafello,Snack foods,6,3550758,1314323,19990225,2198924,0,22189149
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Direktorat Pekerjaan Umum,UD Palastri (Persero) Tbk,328580364804387,false,177280153810967,false,10291,industri penggaraman/pengeringan biota air lainnya,10291,industri penggaraman/pengeringan biota air lainnya,2025-04-12,false,snack foods,cheetos,Snack foods,3,5203067,1210564,14398637,1583850,0,15982487
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Dinas Keuangan,PT Permadi Pertiwi,636196724911530,false,399012839823275,true,11050,industri air minum dan air mineral,11050,industri air minum dan air mineral,2024-12-29,true,domestic refrigerator,daikin,Domestic refrigerators,6,7288926,1778938,41954618,4615007,0,46569625
Jawa Timur,Malang,Klojen,Kauman,Jawa Timur,Malang,Klojen,Kauman,Kementerian Perhubungan,PT Budiyanto,318349362397310,false,553390446347638,true,55212,restoran/rumah makan talam selaka,55212,restoran/rumah makan talam selaka,2025-01-11,false,insurance service,avrist,Insurance law service,9,8331506,4350486,70633068,7769637,0,78402705
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Barat,Bandung,Coblong,Dago,Sekretariat Keuangan,PD Yuniar,174136455993280,true,354976211583806,false,10291,industri penggaraman/pengeringan biota air lainnya,10291,industri penggaraman/pengeringan biota air lainnya,2024-09-03,false,snack foods,cheetos,Snack foods,7,1749603,461139,11786082,1296469,0,13082551
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Barat,Bandung,Coblong,Dago,Kementerian Pendidikan,PD Usamah Tarihoran (Persero) Tbk,666597175563104,false,443763766807850,true,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-01-25,true,water,prima,Water,6,1215255,174740,7116790,782846,0,7899636
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Dinas Keuangan,Perum Prasetyo Kuswandari,186671930038262,true,955977014345324,true,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2025-01-07,false,soft drinks,lasegar,Soft drinks,8,9833782,8442,78661814,8652799,0,87314613
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Timur,Matraman,Pisangan Baru,Dinas Pendidikan,UD Winarno,442949273082681,false,652437817453142,false,52213,perdagangan eceran khusus sayuran di dalam bangunan,52213,perdagangan eceran khusus sayuran di dalam bangunan,2025-01-10,false,instant noodle or pasta,pop mie,Plain pasta and noodles,8,4303642,1527940,32901196,3619131,0,36520327
DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,Bali,Badung,Kuta,Legian,Sekretariat Pendidikan,UD Firgantoro Rahmawati Tbk,842381748136911,true,660507651168189,true,01217,pembibitan dan budidaya kambing perah,01217,pembibitan dan budidaya kambing perah,2024-08-09,true,air conditioner,aqua,Air conditioners,10,7276291,3015032,69747878,7672266,0,77420144
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Jawa Tengah,Solo,Banjarsari,Sragen,Badan Keuangan,PD Mangunsong,763320723606388,false,448267199603143,true,02119,pengusahaan hutan lainnya,02119,pengusahaan hutan lainnya,2024-09-24,true,laundry washing machine,toshiba,Laundry type washing machines,10,8775456,5759189,81995371,9019490,0,91014861
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Jawa Tengah,Solo,Banjarsari,Sragen,Dinas Perhubungan,PT Laksita,269143031626094,false,728412229159331,true,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,28222,industri mesin dan perkakas mesin untuk pengerjaan kayu,2024-10-13,false,feminine hygiene products,softex,Feminine hygiene products,8,4886199,271021,38818571,4270042,0,43088613
DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Jawa Tengah,Solo,Banjarsari,Sragen,Badan Pendidikan,PD Winarno,496603423302425,true,383085803774307,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2024-10-16,false,detergent and laundry products,vanish,Laundry products,5,8472048,1300544,41059696,4516566,0,45576262
Jawa Tengah,Solo,Banjarsari,Sragen,Bali,Badung,Kuta,Legian,Kementerian Perhubungan,UD Purnawati Mandala,499281346629637,true,863923549399741,false,10802,industri konsentrat makanan hewan,10802,industri konsentrat makanan hewan,2024-09-30,false,motorcycle,viar,Motorcycles,7,1696494,547903,11327555,1246031,0,12573586
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Dinas Perhubungan,CV Marbun,324642055113352,false,196371786135927,false,92331,kebun raya dan kebun binatang,92331,kebun raya dan kebun binatang,2025-01-19,false,domestic refrigerator,panasonik,Domestic refrigerators,9,3126474,1576915,26561351,2921748,0,29483099
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Bali,Badung,Kuta,Legian,Direktorat Perhubungan,UD Siregar Padmasari (Persero) Tbk,619357797414280,true,729276757814161,true,10291,industri penggaraman/pengeringan biota air lainnya,10291,industri penggaraman/pengeringan biota air lainnya,2024-12-25,false,snack foods,cheetos,Snack foods,2,2408634,322546,4494722,494419,0,4989141
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Kementerian Perhubungan,Perum Prayoga (Persero) Tbk,959057056846730,false,161189708426962,true,92331,kebun raya dan kebun binatang,92331,kebun raya dan kebun binatang,2024-12-13,true,domestic refrigerator,panasonik,Domestic refrigerators,5,1845982,349682,8880228,976825,0,9857053
DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Sekretariat Kesehatan,UD Dabukke,933642681234865,false,351685669390975,true,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2025-01-11,false,edible vegetable oil,kunci mas,Edible vegetable or plant oils,5,158226,63564,727566,80032,0,807598
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Dinas Pendidikan,PD Sihombing Prabowo,127760408342180,false,162660955984738,true,36992,industri pita mesin tulis/gambar,36992,industri pita mesin tulis/gambar,2024-11-13,false,facial care products,biore,Facial care products,7,8165466,1543872,55614390,6117582,0,61731972
Bali,Badung,Kuta,Legian,Jawa Timur,Malang,Klojen,Kauman,Dinas Kesehatan,PT Utami Marbun (Persero) Tbk,675912898195782,true,640957470983248,false,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,2025-03-21,false,tablet computers,realme,Tablet computers,2,9927817,1033820,18821814,2070399,0,20892213
Jawa Tengah,Solo,Banjarsari,Sragen,Jawa Timur,Malang,Klojen,Kauman,Kementerian Keuangan,Perum Mayasari,235250483304489,false,753625350303463,false,47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",47895,"perdagangan eceran kaki lima dan los pasar pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas",2024-08-11,true,ecommerce advertising,bliklan,Advertising,10,7507126,357621,74713639,8218500,0,82932139
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,Badan Pekerjaan Umum,PT Sinaga (Persero) Tbk,677636124325045,true,838498901169111,true,07301,pertambangan emas dan perak,07301,pertambangan emas dan perak,2024-08-16,false,marketing and customer relationship management software,salesforce,Customer relationship management software maintenance,10,5742359,3854412,53569178,5892609,0,59461787
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Sekretariat Kesehatan,PD Rahmawati Saragih,897702454987254,false,885614498810959,false,45311,instalasi air (plumbing),45311,instalasi air (plumbing),2025-06-19,false,electric fan,maspion,Domestic electric fan,10,6824201,566818,67675192,7444271,0,75119463
DKI Jakarta,Jakarta Selatan,Cilandak,Cipete,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Dinas Kesehatan,PD Permadi Narpati,295905831120845,false,169720480582604,false,15493,industri kecap,15493,industri kecap,2025-05-26,true,freezer,electrolux,Upright cabinet freezer,1,1272751,57872,1214879,133636,0,1348515
Jawa Tengah,Solo,Banjarsari,Sragen,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Sekretariat Pekerjaan Umum,PD Palastri Maheswara (Persero) Tbk,320358449941424,false,592596203416945,false,10291,industri penggaraman/pengeringan biota air lainnya,10291,industri penggaraman/pengeringan biota air lainnya,2025-06-29,true,snack foods,cheetos,Snack foods,4,2769411,910296,10167348,1118408,0,11285756
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Badan Perhubungan,PT Melani,715393944914022,true,308633794714450,false,36930,industri alat-alat olahraga,36930,industri alat-alat olahraga,2025-06-09,true,powdered milk,nutrilon,Powdered milk,4,9619221,3471104,35005780,3850635,0,38856415
Bali,Badung,Kuta,Legian,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Kementerian Pekerjaan Umum,Perum Hidayanto,243203135208345,false,232770757439298,false,47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",47822,"perdagangan eceran kaki lima dan los pasar roti, kue kering, kue basah dan sejenisnya",2025-03-22,true,snack foods,dk,Snack foods,1,9118723,346994,8771729,964890,0,9736619
Jawa Barat,Bandung,Coblong,Dago,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Pekerjaan Umum,PD Nugroho Palastri,371792296592857,false,796533740896894,true,08992,penggalian batu bahan industri,08992,penggalian batu bahan industri,2025-03-23,true,soft drinks,lasegar,Soft drinks,10,7951711,7859512,71657598,7882335,0,79539933
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Jawa Tengah,Solo,Banjarsari,Sragen,Dinas Kesehatan,PT Suryono Natsir,471109801169996,true,655692470659248,true,92424,gelanggang permainan dan ketangkasan,92424,gelanggang permainan dan ketangkasan,2025-04-13,true,snack foods,wafello,Snack foods,6,1237207,436459,6986783,768546,0,7755329
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Direktorat Pekerjaan Umum,UD Prakasa Prasetyo Tbk,832211287009449,false,637723168869843,false,80122,jasa pendidikan sekolah dasar swasta,80122,jasa pendidikan sekolah dasar swasta,2024-10-08,true,edible vegetable oil,kunci mas,Edible vegetable or plant oils,1,978728,3454,975274,107280,0,1082554
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Pusat,Tanah Abang,Bendungan Hilir,Direktorat Perhubungan,Perum Prakasa Tbk,255115104172524,true,232849514425776,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2024-11-16,false,detergent and laundry products,vanish,Laundry products,4,5806692,1830917,21395851,2353543,0,23749394
Jawa Barat,Bandung,Coblong,Dago,Jawa Barat,Bandung,Coblong,Dago,Dinas Pendidikan,PD Hartati Tbk,163784888357552,true,303329930343125,false,15494,industri tempe,15494,industri tempe,2025-01-05,true,diesel power generator,general power,Diesel generators,6,5916446,2526715,32971961,3626915,0,36598876
Jawa Barat,Bandung,Coblong,Dago,Jawa Timur,Malang,Klojen,Kauman,Badan Pekerjaan Umum,UD Permadi Tbk,657238531083723,false,348020869821620,false,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-01-10,false,detergent and laundry products,vanish,Laundry products,6,9301054,2455206,53351118,5868622,0,59219740
Jawa Barat,Bandung,Coblong,Dago,DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,Badan Pendidikan,PD Saptono,686589350074745,true,935312319233750,true,26311,industri bata tahan api dan sejenisnya,26311,industri bata tahan api dan sejenisnya,2025-03-19,true,detergent and laundry products,vanish,Laundry products,6,2431714,75219,14515065,1596657,0,16111722
Jawa Timur,Malang,Klojen,Kauman,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Perhubungan,Perum Gunarto Gunarto,195133375696907,true,532273897319753,false,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,03125,penangkapan/pengambilan induk/benih ikan di perairan umum,2024-10-11,true,tablet computers,realme,Tablet computers,7,6503578,3724707,41800339,4598037,0,46398376
Jawa Barat,Bandung,Coblong,Dago,Jawa Timur,Malang,Klojen,Kauman,Sekretariat Keuangan,Perum Firgantoro Budiman Tbk,129265637533627,false,395587841744288,true,15493,industri kecap,15493,industri kecap,2025-02-25,true,freezer,electrolux,Upright cabinet freezer,6,7332586,3586542,40408974,4444987,0,44853961
DKI Jakarta,Jakarta Barat,Grogol,Tanjung Duren,Bali,Badung,Kuta,Legian,Dinas Perhubungan,PD Andriani Novitasari (Persero) Tbk,939509199755718,true,416036643753848,false,01223,pembibitan dan budidaya ayam buras,01223,pembibitan dan budidaya ayam buras,2025-06-05,true,water,prima,Water,4,9156749,1240779,35386217,3892483,0,39278700
Bali,Badung,Kuta,Legian,Jawa Tengah,Solo,Banjarsari,Sragen,Kementerian Keuangan,UD Saputra Tbk,843968086514365,false,397820917863740,true,55212,restoran/rumah makan talam selaka,55212,restoran/rumah makan talam selaka,2024-10-18,false,insurance service,avrist,Insurance law service,8,339686,230639,2486849,273553,0,2760402
Jawa Timur,Malang,Klojen,Kauman,Bali,Badung,Kuta,Legian,Sekretariat Pendidikan,CV Kuswoyo Tbk,720874503716217,false,172108005328761,false,01123,pertanian hortikultura bunga-bungaan,01123,pertanian hortikultura bunga-bungaan,2024-10-17,true,insurance service,bumiputera,Insurance law service,5,4682933,1088593,22326072,2455867,0,24781939
Jawa Barat,Bandung,Coblong,Dago,Bali,Badung,Kuta,Legian,Kementerian Kesehatan,CV Santoso Sirait (Persero) Tbk,670516330482937,false,457287935064013,true,30001,industri mesin kantor dan akuntansi manual,30001,industri mesin kantor dan akuntansi manual,2025-07-01,true,freezer,sanken,Upright cabinet freezer,1,4396217,134975,4261242,468736,0,4729978
